Timestamp,Household_ID,Temperature,Energy_Price,HVAC,Refrigerator,Water_Heater,Dishwasher,Washing_Machine,Dryer,EV_Charger,Lighting,Total_Consumption,PV_Generation,Net_Consumption,Grid_Carbon_Intensity,Weather_Condition,Battery_Capacity,Battery_Power,Battery_SOC,Battery_Charge,Battery_Discharge,Grid_Import,Grid_Export,Energy_Cost,Carbon_Emissions,Temperature_Setpoint,Temperature_Deviation,Comfort_Utility
2023-01-01 20:00:00,17,4.3,0.15,1.66,0.18,3.17,1.33,1.1,0.0,0.0,0.72,8.16,0.0,8.16,163.58,Clear,10.0,5.0,0.19,0.0,0.0,4.27,0.0,0.64,0.69,21.0,16.6,0.03
2023-01-01 21:00:00,56,-0.3,0.15,2.47,0.19,2.97,0.98,1.11,0.0,0.0,0.82,8.540000000000001,0.0,8.540000000000001,175.15,Windy,10.0,5.0,0.19,0.0,0.0,5.06,0.0,0.76,0.88,21.0,21.3,0.0
2023-01-01 22:00:00,37,6.1,0.1,1.18,0.16,2.66,0.0,0.8,0.0,0.0,0.66,5.46,0.0,5.46,191.31,Rainy,10.0,5.0,0.19,0.0,0.0,4.06,0.0,0.4,0.77,21.0,14.8,0.08
2023-01-01 23:00:00,58,5.5,0.1,1.22,0.19,1.04,0.0,1.18,0.0,0.0,0.88,4.51,0.0,4.51,205.64,Rainy,10.0,5.0,0.19,0.0,0.0,2.61,0.0,0.26,0.53,21.0,15.4,0.06
2023-01-02 00:00:00,90,9.8,0.1,1.13,0.19,1.08,0.0,1.06,0.0,0.0,0.13,3.59,0.0,3.59,209.17,Windy,10.0,5.0,0.19,0.0,0.0,1.34,0.0,0.13,0.28,21.0,11.1,0.36
2023-01-02 01:00:00,86,6.0,0.1,1.33,0.18,0.58,0.0,0.93,0.0,0.0,0.17,3.19,0.0,3.19,234.46,Cloudy,10.0,5.0,0.19,0.0,0.0,1.84,0.0,0.18,0.43,21.0,14.9,0.07
2023-01-02 02:00:00,43,4.3,0.1,1.73,0.16,1.01,0.0,1.19,0.0,0.0,0.24,4.33,0.0,4.33,242.43,Clear,10.0,5.0,0.19,0.0,0.0,2.14,0.0,0.21,0.51,21.0,16.6,0.03
2023-01-02 03:00:00,3,5.8,0.1,1.23,0.16,0.8,0.0,0.0,0.0,0.0,0.16,2.35,0.0,2.35,248.51,Rainy,10.0,5.0,0.19,0.0,0.0,1.87,0.0,0.18,0.46,21.0,15.1,0.06
2023-01-02 04:00:00,16,7.8,0.1,1.12,0.17,0.58,0.0,0.77,0.0,0.0,0.13,2.77,0.0,2.77,263.55,Cloudy,10.0,5.0,0.19,0.0,0.0,1.56,0.0,0.15,0.41,21.0,13.1,0.17
2023-01-02 05:00:00,32,7.2,0.1,1.17,0.18,2.52,0.0,0.7,0.0,0.0,0.14,4.71,0.0,4.71,262.7,Cloudy,10.0,5.0,0.19,0.0,0.0,1.63,0.0,0.16,0.42,21.0,13.7,0.13
2023-01-02 06:00:00,73,0.3,0.1,2.2,0.17,2.97,0.0,0.76,0.0,0.0,0.45,6.55,0.0,6.55,269.61,Clear,10.0,5.0,0.19,0.0,0.0,5.02,0.0,0.5,1.35,21.0,20.6,0.0
2023-01-02 07:00:00,57,0.0,0.15,1.77,0.16,3.03,0.0,1.2,0.0,0.0,0.47,6.63,0.0,6.63,261.86,Rainy,10.0,5.0,0.19,0.0,0.0,5.13,0.0,0.77,1.34,21.0,21.0,0.0
2023-01-02 08:00:00,5,6.5,0.15,1.53,0.15,2.3,0.0,1.1,0.0,0.0,0.39,5.47,1.11,4.359999999999999,247.77,Windy,10.0,5.0,0.19,0.0,0.0,2.85,0.0,0.43,0.7,21.0,14.4,0.09
2023-01-02 09:00:00,50,0.4,0.15,2.1,0.19,3.33,0.0,0.81,0.0,0.0,0.0,6.43,1.9,4.529999999999999,255.2,Clear,10.0,5.0,0.19,0.0,0.0,2.87,0.0,0.43,0.73,21.0,20.5,0.0
2023-01-02 10:00:00,2,3.9,0.1,1.93,0.15,1.15,0.0,0.98,0.0,0.0,0.0,4.21,3.29,2.29,239.29,Windy,10.0,5.0,0.33,1.37,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.02
2023-01-02 11:00:00,99,1.4,0.1,2.26,0.15,0.58,0.0,0.72,0.0,0.0,0.0,3.71,3.29,1.5,232.61,Windy,10.0,5.0,0.44,1.08,0.0,0.0,0.0,0.0,0.0,21.0,19.5,0.0
2023-01-02 12:00:00,44,0.0,0.1,1.98,0.15,0.8,0.86,0.64,0.0,0.0,0.0,4.43,3.61,2.07,205.26,Cloudy,10.0,5.0,0.56,1.25,0.0,0.0,0.0,0.0,0.0,21.0,20.9,0.0
2023-01-02 13:00:00,100,4.2,0.1,1.72,0.16,0.91,0.89,0.87,0.0,0.0,0.0,4.55,4.96,2.6599999999999997,192.96,Clear,10.0,5.0,0.87,3.07,0.0,0.0,0.0,0.0,0.0,21.0,16.7,0.03
2023-01-02 14:00:00,98,8.0,0.1,1.14,0.18,0.71,1.29,0.95,0.0,0.0,0.0,4.27,3.52,2.8099999999999996,181.44,Cloudy,10.0,5.0,1.0,2.06,0.0,0.0,0.0,0.0,0.0,21.0,12.9,0.18
2023-01-02 15:00:00,50,6.1,0.1,1.62,0.18,0.95,0.0,0.0,0.0,0.0,0.0,2.75,3.2,1.0999999999999999,183.81,Windy,10.0,5.0,1.0,1.55,0.0,0.0,0.0,0.0,0.0,21.0,14.8,0.08
2023-01-02 16:00:00,97,5.5,0.1,1.53,0.15,0.58,0.0,0.86,0.0,0.0,0.0,3.1199999999999997,2.76,1.43,177.96,Clear,10.0,5.0,1.0,1.07,0.0,0.0,0.0,0.0,0.0,21.0,15.4,0.06
2023-01-02 17:00:00,62,9.9,0.1,1.16,0.17,2.33,0.0,0.98,0.0,0.0,0.0,4.640000000000001,2.53,3.400000000000001,165.98,Windy,10.0,5.0,1.0,1.29,0.0,0.0,0.0,0.0,0.0,21.0,11.0,0.37
2023-01-02 18:00:00,3,6.3,0.15,1.6,0.15,2.42,0.97,1.05,0.0,0.0,0.84,7.029999999999999,1.11,3.049999999999999,159.16,Windy,10.0,5.0,0.71,0.0,2.87,0.0,0.0,0.0,0.0,21.0,14.6,0.09
2023-01-02 19:00:00,58,3.6,0.15,1.91,0.16,2.84,1.26,1.16,0.0,0.0,0.84,8.17,0.0,3.17,157.87,Windy,10.0,5.0,0.21,0.0,5.0,0.72,0.0,0.1,0.11,21.0,17.3,0.02
2023-01-02 20:00:00,38,5.2,0.15,1.42,0.16,2.36,1.11,0.72,0.0,0.0,0.8,6.569999999999999,0.0,4.449999999999999,160.19,Cloudy,10.0,5.0,0.0,0.0,2.12,2.16,0.0,0.32,0.34,21.0,15.7,0.05
2023-01-02 21:00:00,37,7.2,0.15,1.06,0.15,1.86,0.96,1.19,0.0,0.0,0.87,6.090000000000001,0.0,6.090000000000001,169.59,Rainy,10.0,5.0,0.0,0.0,0.0,4.06,0.0,0.61,0.68,21.0,13.7,0.13
2023-01-02 22:00:00,83,6.4,0.1,1.18,0.17,2.04,0.0,1.04,0.0,7.0,0.83,12.26,0.0,12.26,183.45,Rainy,10.0,5.0,0.0,0.0,0.0,11.48,0.0,1.15,2.1,21.0,14.5,0.09
2023-01-02 23:00:00,18,8.7,0.1,1.16,0.19,0.66,0.0,0.8,0.0,0.0,0.86,3.6699999999999995,0.0,3.6699999999999995,190.49,Clear,10.0,5.0,0.0,0.0,0.0,2.22,0.0,0.22,0.42,21.0,12.2,0.24
2023-01-03 00:00:00,19,5.3,0.1,1.69,0.18,0.68,0.0,0.81,0.0,0.0,0.22,3.58,0.0,3.58,212.09,Windy,10.0,5.0,0.0,0.0,0.0,1.94,0.0,0.19,0.41,21.0,15.6,0.05
2023-01-03 01:00:00,25,10.4,0.1,0.99,0.16,0.67,0.0,0.66,0.0,0.0,0.14,2.62,0.0,2.62,217.14,Clear,10.0,5.0,0.0,0.0,0.0,1.3,0.0,0.13,0.28,21.0,10.5,0.43
2023-01-03 02:00:00,30,9.1,0.1,1.25,0.16,1.15,0.0,0.95,0.0,0.0,0.25,3.76,0.0,3.76,245.48,Windy,10.0,5.0,0.0,0.0,0.0,1.56,0.0,0.15,0.38,21.0,11.8,0.28
2023-01-03 03:00:00,6,5.9,0.1,1.48,0.18,0.64,0.0,1.12,0.0,0.0,0.24,3.66,0.0,3.66,244.97,Clear,10.0,5.0,0.0,0.0,0.0,1.9,0.0,0.19,0.46,21.0,15.0,0.07
2023-01-03 04:00:00,89,9.3,0.1,0.85,0.19,0.86,0.0,0.97,0.0,0.0,0.13,3.0,0.0,3.0,256.69,Rainy,10.0,5.0,0.0,0.0,0.0,1.4,0.0,0.14,0.35,21.0,11.6,0.3
2023-01-03 05:00:00,17,5.9,0.1,1.53,0.18,2.98,0.0,1.12,0.0,7.0,0.23,13.04,0.0,13.04,254.36,Clear,10.0,5.0,0.0,0.0,0.0,8.95,0.0,0.9,2.27,21.0,15.0,0.07
2023-01-03 06:00:00,86,5.5,0.1,1.51,0.16,3.06,0.0,0.85,0.0,0.0,0.48,6.0600000000000005,0.0,6.0600000000000005,262.87,Clear,10.0,5.0,0.0,0.0,0.0,4.34,0.0,0.43,1.14,21.0,15.4,0.06
2023-01-03 07:00:00,88,5.4,0.15,1.24,0.18,3.04,0.0,0.87,0.0,0.0,0.47,5.8,0.0,5.8,253.59,Rainy,10.0,5.0,0.0,0.0,0.0,4.68,0.0,0.7,1.18,21.0,15.5,0.05
2023-01-03 08:00:00,60,4.6,0.15,1.62,0.16,3.24,0.0,1.15,0.0,0.0,0.47,6.64,1.19,5.449999999999999,260.07,Clear,10.0,5.0,0.0,0.0,0.0,3.48,0.0,0.52,0.9,21.0,16.3,0.03
2023-01-03 09:00:00,65,5.1,0.15,1.42,0.17,3.49,0.0,1.02,0.0,0.0,0.0,6.1,2.39,3.7099999999999995,242.1,Cloudy,10.0,5.0,0.0,0.0,0.0,1.75,0.0,0.26,0.42,21.0,15.8,0.05
2023-01-03 10:00:00,47,5.2,0.1,1.71,0.16,0.54,0.0,1.17,0.0,0.0,0.0,3.58,3.58,1.86,238.04,Windy,10.0,5.0,0.18,1.86,0.0,0.0,0.0,0.0,0.0,21.0,15.7,0.05
2023-01-03 11:00:00,68,5.4,0.1,1.24,0.17,0.71,0.0,0.64,0.0,0.0,0.0,2.7600000000000002,4.26,1.0200000000000005,222.46,Rainy,10.0,5.0,0.43,2.52,0.0,0.0,0.0,0.0,0.0,21.0,15.5,0.05
2023-01-03 12:00:00,87,4.0,0.1,1.51,0.16,0.72,1.18,0.0,0.0,0.0,0.0,3.5699999999999994,4.01,1.7199999999999998,220.58,Cloudy,10.0,5.0,0.65,2.16,0.0,0.0,0.0,0.0,0.0,21.0,16.9,0.03
2023-01-03 13:00:00,73,7.1,0.1,1.31,0.19,0.67,1.19,1.06,0.0,0.0,0.0,4.42,4.33,2.9099999999999997,199.08,Clear,10.0,5.0,0.93,2.82,0.0,0.0,0.0,0.0,0.0,21.0,13.8,0.12
2023-01-03 14:00:00,92,5.3,0.1,1.73,0.18,0.62,0.98,0.0,0.0,0.0,0.0,3.51,3.88,1.7399999999999998,195.42,Windy,10.0,5.0,1.0,2.11,0.0,0.0,0.0,0.0,0.0,21.0,15.6,0.05
2023-01-03 15:00:00,87,10.7,0.1,0.92,0.15,0.54,0.0,1.05,0.0,0.0,0.0,2.66,3.81,1.58,172.4,Clear,10.0,5.0,1.0,2.73,0.0,0.0,0.0,0.0,0.0,21.0,10.2,0.47
2023-01-03 16:00:00,10,2.9,0.1,2.03,0.19,0.51,0.0,1.09,0.0,0.0,0.0,3.8199999999999994,3.44,1.7799999999999994,176.53,Windy,10.0,5.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,21.0,18.0,0.01
2023-01-03 17:00:00,14,8.2,0.1,1.06,0.17,2.36,0.0,0.89,0.0,0.0,0.0,4.4799999999999995,2.1,3.119999999999999,172.46,Cloudy,10.0,5.0,1.0,0.74,0.0,0.0,0.0,0.0,0.0,21.0,12.7,0.2
2023-01-03 18:00:00,9,6.3,0.15,1.16,0.19,3.3,0.99,1.12,0.0,0.0,0.71,7.47,1.29,3.4699999999999998,162.19,Rainy,10.0,5.0,0.72,0.0,2.71,0.0,0.0,0.0,0.0,21.0,14.6,0.08
2023-01-03 19:00:00,42,4.7,0.15,1.65,0.17,2.05,0.84,1.13,0.0,0.0,0.9,6.74,0.0,1.7400000000000002,158.16,Clear,10.0,5.0,0.22,0.0,5.0,0.55,0.0,0.08,0.08,21.0,16.2,0.04
2023-01-03 20:00:00,92,4.5,0.15,1.68,0.16,3.31,1.34,1.09,0.0,0.0,0.67,8.25,0.0,5.970000000000001,172.29,Clear,10.0,5.0,0.0,0.0,2.28,2.17,0.0,0.32,0.37,21.0,16.4,0.03
2023-01-03 21:00:00,16,4.4,0.15,1.36,0.19,2.25,0.88,0.88,0.0,0.0,0.71,6.27,0.0,6.27,180.64,Rainy,10.0,5.0,0.0,0.0,0.0,4.35,0.0,0.65,0.78,21.0,16.5,0.03
2023-01-03 22:00:00,35,1.3,0.1,1.81,0.15,2.02,0.0,0.64,0.0,0.0,0.71,5.33,0.0,5.33,194.47,Cloudy,10.0,5.0,0.0,0.0,0.0,4.49,0.0,0.45,0.87,21.0,19.6,0.0
2023-01-03 23:00:00,5,2.9,0.1,1.86,0.16,0.54,0.0,0.76,0.0,0.0,0.74,4.0600000000000005,0.0,4.0600000000000005,199.55,Clear,10.0,5.0,0.0,0.0,0.0,2.77,0.0,0.28,0.55,21.0,18.0,0.01
2023-01-04 00:00:00,70,10.5,0.1,1.09,0.16,0.95,0.0,0.0,0.0,7.0,0.18,9.379999999999999,0.0,9.379999999999999,205.7,Windy,10.0,5.0,0.0,0.0,0.0,8.34,0.0,0.84,1.71,21.0,10.4,0.44
2023-01-04 01:00:00,93,6.0,0.1,1.19,0.16,0.56,0.0,1.0,0.0,0.0,0.25,3.16,0.0,3.16,217.45,Rainy,10.0,5.0,0.0,0.0,0.0,1.91,0.0,0.19,0.41,21.0,14.9,0.07
2023-01-04 02:00:00,13,6.2,0.1,1.63,0.19,0.76,0.0,1.09,0.0,7.0,0.15,10.82,0.0,10.82,239.14,Windy,10.0,5.0,0.0,0.0,0.0,8.82,0.0,0.89,2.11,21.0,14.7,0.08
2023-01-04 03:00:00,70,8.2,0.1,0.98,0.15,0.65,0.0,0.67,0.0,7.0,0.23,9.68,0.0,9.68,244.13,Rainy,10.0,5.0,0.0,0.0,0.0,8.61,0.0,0.87,2.1,21.0,12.7,0.2
2023-01-04 04:00:00,42,5.8,0.1,1.37,0.15,0.65,0.0,1.02,0.0,0.0,0.15,3.34,0.0,3.34,261.18,Cloudy,10.0,5.0,0.0,0.0,0.0,1.83,0.0,0.18,0.47,21.0,15.1,0.06
2023-01-04 05:00:00,40,4.5,0.1,1.33,0.18,3.29,0.0,0.61,0.0,0.0,0.17,5.58,0.0,5.58,265.43,Rainy,10.0,5.0,0.0,0.0,0.0,2.03,0.0,0.2,0.53,21.0,16.4,0.03
2023-01-04 06:00:00,40,7.0,0.1,1.07,0.16,3.13,0.0,0.0,2.1,0.0,0.46,6.919999999999999,0.0,6.919999999999999,272.06,Rainy,10.0,5.0,0.0,0.0,0.0,4.01,0.0,0.4,1.09,21.0,13.9,0.11
2023-01-04 07:00:00,5,1.9,0.15,1.94,0.18,3.25,0.0,0.8,0.0,0.0,0.4,6.57,0.0,6.57,269.7,Clear,10.0,5.0,0.0,0.0,0.0,4.64,0.0,0.7,1.25,21.0,19.0,0.01
2023-01-04 08:00:00,98,-0.4,0.15,2.43,0.15,3.18,0.0,0.74,0.0,0.0,0.4,6.9,1.24,5.66,261.29,Windy,10.0,5.0,0.0,0.0,0.0,3.64,0.0,0.55,0.95,21.0,21.4,0.0
2023-01-04 09:00:00,41,4.0,0.15,1.71,0.15,3.12,0.0,1.09,0.0,0.0,0.0,6.07,2.57,3.5000000000000004,242.41,Clear,10.0,5.0,0.0,0.0,0.0,1.3,0.0,0.19,0.31,21.0,16.9,0.02
2023-01-04 10:00:00,39,-0.6,0.1,2.25,0.19,0.67,0.0,0.78,0.0,0.0,0.0,3.8899999999999997,2.92,1.4399999999999997,231.47,Clear,10.0,5.0,0.04,0.47,0.0,0.0,0.0,0.0,0.0,21.0,21.6,0.0
2023-01-04 11:00:00,78,8.1,0.1,0.96,0.16,0.79,0.0,0.7,0.0,0.0,0.0,2.61,3.83,0.7399999999999998,232.13,Rainy,10.0,5.0,0.24,1.96,0.0,0.0,0.0,0.0,0.0,21.0,12.8,0.19
2023-01-04 12:00:00,70,0.0,0.1,1.98,0.17,1.17,1.28,0.0,2.5,0.0,0.0,7.1,4.54,2.5599999999999996,218.47,Cloudy,10.0,5.0,0.24,0.0,0.0,0.33,0.0,0.03,0.07,21.0,21.0,0.0
2023-01-04 13:00:00,87,6.9,0.1,1.56,0.16,0.89,1.3,0.0,0.0,0.0,0.0,3.91,3.68,2.33,195.41,Windy,10.0,5.0,0.45,2.1,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.11
2023-01-04 14:00:00,95,6.2,0.1,1.59,0.18,0.87,0.95,0.71,0.0,0.0,0.0,4.3,4.71,2.1599999999999997,188.87,Windy,10.0,5.0,0.71,2.57,0.0,0.0,0.0,0.0,0.0,21.0,14.7,0.08
2023-01-04 15:00:00,35,3.4,0.1,2.02,0.15,0.8,0.0,0.67,0.0,0.0,0.0,3.6399999999999997,4.13,1.6399999999999997,179.75,Windy,10.0,5.0,0.92,2.13,0.0,0.0,0.0,0.0,0.0,21.0,17.5,0.02
2023-01-04 16:00:00,69,6.3,0.1,1.63,0.15,0.87,0.0,0.89,0.0,0.0,0.0,3.54,3.39,1.9,163.94,Windy,10.0,5.0,1.0,1.75,0.0,0.0,0.0,0.0,0.0,21.0,14.6,0.09
2023-01-04 17:00:00,11,6.5,0.1,1.38,0.17,1.98,0.0,0.96,0.0,0.0,0.0,4.49,2.25,2.93,172.45,Clear,10.0,5.0,1.0,0.69,0.0,0.0,0.0,0.0,0.0,21.0,14.4,0.09
2023-01-04 18:00:00,59,2.9,0.15,1.49,0.19,3.29,1.31,1.13,0.0,0.0,0.8,8.209999999999999,0.99,3.3499999999999988,161.57,Rainy,10.0,5.0,0.61,0.0,3.87,0.0,0.0,0.0,0.0,21.0,18.0,0.01
2023-01-04 19:00:00,87,-1.1,0.15,2.32,0.19,2.9,0.99,0.95,0.0,0.0,0.65,8.0,0.0,3.0,160.22,Clear,10.0,5.0,0.11,0.0,5.0,0.12,0.0,0.01,0.01,21.0,22.1,0.0
2023-01-04 20:00:00,27,7.7,0.15,1.12,0.17,3.07,0.88,0.73,0.0,0.0,0.75,6.719999999999999,0.0,6.719999999999999,173.15,Cloudy,10.0,5.0,0.11,0.0,0.0,3.99,0.0,0.6,0.69,21.0,13.2,0.16
2023-01-04 21:00:00,92,4.3,0.15,1.71,0.16,3.09,1.2,1.02,0.0,0.0,0.89,8.07,0.0,8.07,183.11,Clear,10.0,5.0,0.11,0.0,0.0,4.59,0.0,0.69,0.84,21.0,16.6,0.03
2023-01-04 22:00:00,79,6.7,0.1,1.08,0.19,3.03,0.0,0.98,0.0,0.0,0.76,6.039999999999999,0.0,6.039999999999999,183.78,Rainy,10.0,5.0,0.11,0.0,0.0,4.09,0.0,0.41,0.75,21.0,14.2,0.1
2023-01-04 23:00:00,90,1.0,0.1,2.3,0.16,0.65,0.0,0.64,0.0,0.0,0.83,4.58,0.0,4.58,205.9,Windy,10.0,5.0,0.11,0.0,0.0,3.09,0.0,0.31,0.63,21.0,19.9,0.0
2023-01-05 00:00:00,24,6.5,0.1,1.16,0.15,0.53,0.0,1.19,0.0,0.0,0.16,3.19,0.0,3.19,222.43,Rainy,10.0,5.0,0.11,0.0,0.0,1.78,0.0,0.18,0.39,21.0,14.4,0.09
2023-01-05 01:00:00,80,6.0,0.1,1.3,0.16,1.07,0.0,1.02,0.0,7.0,0.18,10.73,0.0,10.73,228.76,Cloudy,10.0,5.0,0.11,0.0,0.0,8.79,0.0,0.89,2.01,21.0,14.9,0.07
2023-01-05 02:00:00,91,5.7,0.1,1.53,0.19,0.89,0.0,0.62,0.0,7.0,0.16,10.39,0.0,10.39,238.11,Clear,10.0,5.0,0.11,0.0,0.0,8.89,0.0,0.9,2.11,21.0,15.2,0.06
2023-01-05 03:00:00,14,1.9,0.1,1.93,0.19,1.16,0.0,1.16,0.0,0.0,0.15,4.590000000000001,0.0,4.590000000000001,242.4,Clear,10.0,5.0,0.11,0.0,0.0,2.28,0.0,0.23,0.55,21.0,19.0,0.01
2023-01-05 04:00:00,39,2.5,0.1,2.07,0.15,0.53,0.0,0.77,0.0,0.0,0.15,3.67,0.0,3.67,254.29,Windy,10.0,5.0,0.11,0.0,0.0,2.2,0.0,0.22,0.55,21.0,18.4,0.01
2023-01-05 05:00:00,11,6.9,0.1,1.07,0.19,1.83,0.0,1.14,0.0,0.0,0.19,4.42,0.0,4.42,259.74,Rainy,10.0,5.0,0.11,0.0,0.0,1.72,0.0,0.17,0.44,21.0,14.0,0.11
2023-01-05 06:00:00,36,1.4,0.1,1.84,0.17,3.29,0.0,1.06,0.0,0.0,0.49,6.850000000000001,0.0,6.850000000000001,256.63,Cloudy,10.0,5.0,0.11,0.0,0.0,5.21,0.0,0.53,1.33,21.0,19.5,0.0
2023-01-05 07:00:00,85,2.1,0.15,2.18,0.16,3.21,0.0,1.09,0.0,0.0,0.42,7.0600000000000005,0.0,7.0600000000000005,264.42,Windy,10.0,5.0,0.11,0.0,0.0,4.63,0.0,0.7,1.22,21.0,18.8,0.01
2023-01-05 08:00:00,17,3.8,0.15,1.35,0.18,2.68,0.0,0.99,0.0,0.0,0.48,5.68,1.3,4.38,247.76,Rainy,10.0,5.0,0.11,0.0,0.0,3.48,0.0,0.53,0.86,21.0,17.1,0.02
2023-01-05 09:00:00,2,8.2,0.15,1.26,0.19,2.15,0.0,0.93,0.0,0.0,0.0,4.529999999999999,2.12,2.4099999999999993,259.25,Clear,10.0,5.0,0.11,0.0,0.0,1.44,0.0,0.22,0.37,21.0,12.7,0.2
